Time,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,Mag(1),Mag(2),Mag(3)
2020-05-11 13:20:41.800011,-0.002676,0.002081,1.000541,-0.001121,-5.8E-05,-0.000341,-5.104583,-0.237067,38.418221
2020-05-11 13:20:41.852813,-0.001994,0.002569,1.002549,-0.000198,-0.000351,-3.4E-05,-5.226021,-0.278163,38.605213
2020-05-11 13:20:41.905610,-0.003482,0.002752,1.001576,0.00099,-0.000339,-0.001066,-5.211172,-0.250052,38.615341
2020-05-11 13:20:41.958450,-0.002242,0.002447,1.001211,-0.00111,-3.3E-05,-0.000735,-5.081692,-0.23976,38.324177
2020-05-11 13:20:42.011305,-0.0028,0.00263,1.001819,-4E-05,-0.00077,0.000765,-5.129309,-0.347404,38.527073
2020-05-11 13:20:42.064167,-0.002738,0.001287,1.002245,0.0007,0.000289,-0.001179,-5.094602,-0.561593,38.302956
2020-05-11 13:20:42.116984,-0.00311,0.002325,1.002245,-0.000357,-0.000163,0.002108,-5.218036,-0.617067,38.051022
2020-05-11 13:20:42.169961,-0.003296,0.002691,1.00115,-0.00064,0.000433,0.000266,-5.221584,-0.673645,37.837852
2020-05-11 13:20:42.222731,-0.002056,0.003424,1.001454,-0.000767,0.000566,0.000848,-5.336422,-0.70061,37.443592
2020-05-11 13:20:42.275572,-0.002738,0.002569,1.002063,0.000145,-0.001077,8.1E-05,-5.260292,-0.636799,37.349003
2020-05-11 13:20:42.328341,-0.003172,0.002508,1.002367,0.00014,0.000878,-0.000955,-5.300188,-0.646739,37.482529
2020-05-11 13:20:42.381130,-0.001932,0.002569,1.002975,0.000135,0.000554,-0.00048,-5.214505,-0.593702,37.606785
2020-05-11 13:20:42.433878,-0.0028,0.003118,1.001697,0.000278,-0.000203,-0.000759,-5.381159,-0.600064,37.627739
2020-05-11 13:20:42.486713,-0.003358,0.002935,1.001271,-2.6E-05,-0.000934,-0.001325,-5.094482,-0.580758,37.554432
2020-05-11 13:20:42.539455,-0.00249,0.002081,1.000419,-0.000173,-0.00046,-0.001133,-5.08914,-0.522621,37.6614
2020-05-11 13:20:42.592244,-0.003048,0.002325,1.000906,0.001309,0.001031,0.000234,-4.956067,-0.598088,37.572643
2020-05-11 13:20:42.645075,-0.002366,0.003179,1.000967,-6.3E-05,-0.000479,7.8E-05,-4.956008,-0.597473,37.757324
2020-05-11 13:20:42.697859,-0.00311,0.002325,1.000237,-0.001094,-0.00194,0.000814,-4.855162,-0.65187,37.724926
2020-05-11 13:20:42.750639,-0.002552,0.002874,1.000602,0.000123,4.4E-05,0.000344,-4.864084,-0.640499,37.556637
2020-05-11 13:20:42.803434,-0.003606,0.002142,1.000419,-0.001062,0.001076,-0.000111,-4.949622,-0.661896,37.776482
2020-05-11 13:20:42.856280,-0.002552,0.00263,1.00048,0.000154,-0.000584,0.000336,-5.018053,-0.489951,37.981411
2020-05-11 13:20:42.909057,-0.002738,0.00263,1.000967,0.000297,-0.001155,0.000768,-5.016797,-0.370692,37.848991
2020-05-11 13:20:42.961803,-0.002986,0.00324,1.000115,0.000139,0.00036,-0.000882,-5.021392,-0.366766,37.879616
2020-05-11 13:20:43.014592,-0.003048,0.002142,1.000785,0.000282,0.0002,-0.00041,-4.952269,-0.388021,37.808231
2020-05-11 13:20:43.067388,-0.0028,0.002264,0.999567,-2.2E-05,-0.000249,-0.000691,-4.91377,-0.466012,37.751125
2020-05-11 13:20:43.120448,-0.003234,0.002203,1.000115,-0.001793,-9.3E-05,0.000513,-4.882971,-0.375936,37.638615
2020-05-11 13:20:43.173230,-0.002056,0.002691,1.001576,-0.000405,-0.000533,0.000348,-4.953531,-0.364863,37.757801
2020-05-11 13:20:43.226101,-0.0028,0.002203,1.000176,-0.002753,0.000813,0.001222,-5.02118,-0.295016,37.399891
2020-05-11 13:20:43.278848,-0.002304,0.001775,1.001515,0.001324,0.000786,-0.001033,-5.052898,-0.178151,37.592972
2020-05-11 13:20:43.331629,-0.002862,0.002752,0.999567,0.001133,0.000465,-0.001589,-4.904674,-0.255425,37.523712
2020-05-11 13:20:43.384385,-0.003234,0.002142,1.001697,6.2E-05,-0.000141,-0.001093,-5.038094,-0.244059,37.599052
2020-05-11 13:20:43.437242,-0.002738,0.002203,1.000298,0.000945,0.000306,-0.000171,-5.03283,-0.36304,37.720341
2020-05-11 13:20:43.490001,-0.003916,0.001897,0.999993,0.000471,0.000149,0.000868,-5.045419,-0.348447,37.741829
2020-05-11 13:20:43.542787,-0.002924,0.002081,1.001393,-0.000431,0.001029,-0.000342,-5.08909,-0.361168,37.54401
2020-05-11 13:20:43.595598,-0.002242,0.002935,1.000906,0.001503,-0.000776,0.000555,-5.359227,-0.401839,37.961048
2020-05-11 13:20:43.648379,-0.003048,0.002996,1.001637,0.000272,-1.2E-05,0.000389,-5.452136,-0.397782,37.771683
2020-05-11 13:20:43.701121,-0.002924,0.002264,1.000663,-0.000475,0.000874,0.001114,-5.392064,-0.38234,37.951424
2020-05-11 13:20:43.753898,-0.003606,0.002813,0.998898,-1.7E-05,-4.1E-05,0.000339,-5.394405,-0.284602,37.89764
2020-05-11 13:20:43.806711,-0.003358,0.002142,0.999993,-0.000754,-0.000335,3.3E-05,-5.429879,-0.261302,37.831367
2020-05-11 13:20:43.859508,-0.00187,0.00147,1.000602,-0.000286,0.000857,-0.000116,-5.368658,-0.291452,38.103771
2020-05-11 13:20:43.912272,-0.003358,0.002691,1.000785,0.000314,-0.000943,0.000921,-5.476481,-0.321671,38.295544
2020-05-11 13:20:43.965162,-0.003358,0.001653,1.000724,0.000303,0.000712,-0.001619,-5.27714,-0.358043,38.088676
2020-05-11 13:20:44.017939,-0.00373,0.003057,1.000115,0.000884,-0.000935,0.001092,-5.263267,-0.29566,38.207924
2020-05-11 13:20:44.070764,-0.003606,0.001409,1.00188,-0.000917,0.00072,0.000317,-5.145768,-0.379926,38.024391
2020-05-11 13:20:44.123524,-0.001994,0.002813,1.000724,0.00059,-0.000928,-0.000431,-5.046169,-0.319264,37.799114
2020-05-11 13:20:44.176383,-0.002056,0.001958,1.000785,-0.000316,-0.000159,0.001059,-4.84329,-0.307328,37.912354
2020-05-11 13:20:44.229185,-0.00249,0.00379,1.001211,-0.001043,0.00088,0.000138,-4.888187,-0.54173,38.328362
2020-05-11 13:20:44.282034,-0.00311,0.002935,1.001271,-0.001009,-0.000626,0.000134,-4.991304,-0.643869,38.149796
2020-05-11 13:20:44.334867,-0.001808,0.003057,1.001211,-8.9E-05,0.000133,0.001458,-4.995398,-0.627999,38.158031
2020-05-11 13:20:44.387702,-0.003048,0.002508,1.000663,0.000504,-0.000609,0.000671,-5.239473,-0.511624,38.001911
2020-05-11 13:20:44.440478,-0.002986,0.002508,0.99975,-0.000398,0.000149,-0.001418,-5.350733,-0.485611,38.225677
2020-05-11 13:20:44.493306,-0.00342,0.002447,1.000663,-0.000385,-0.000446,0.000844,-5.456542,-0.531887,38.079269
2020-05-11 13:20:44.546157,-0.002924,0.002874,1.000358,-0.000667,-0.000432,0.000373,-5.602788,-0.489623,38.069649
2020-05-11 13:20:44.598995,-0.002862,0.002325,1.001332,-0.000202,0.000321,6.5E-05,-5.585385,-0.309442,37.913773
2020-05-11 13:20:44.651775,-0.002366,0.002569,1.001211,1E-04,-0.000133,0.000358,-5.722663,-0.220185,37.983742
2020-05-11 13:20:44.704617,-0.003792,0.002813,1.001637,-5.1E-05,-0.000571,-9.7E-05,-5.602885,-0.25246,37.830517
2020-05-11 13:20:44.757465,-0.003172,0.002752,1.002002,0.000541,-0.000552,0.001235,-5.719863,-0.278279,37.873554
2020-05-11 13:20:44.810290,-0.003358,0.003118,1.001393,8E-05,0.001238,-0.00102,-5.555845,-0.341626,37.844059
2020-05-11 13:20:44.863065,-0.002738,0.002569,1.000663,7.7E-05,0.000606,4.7E-05,-5.547831,-0.215439,37.788506
2020-05-11 13:20:44.916187,-0.0028,0.002203,1.001758,-0.000811,0.000438,0.000488,-5.63662,-0.254762,37.851566
2020-05-11 13:20:44.968987,-0.003234,0.001958,1.001637,-0.000489,0.000867,0.001653,-5.730051,-0.322812,37.875866
2020-05-11 13:20:45.021857,-0.002738,0.003179,1.000176,-0.001358,-4.8E-05,-0.000616,-5.597595,-0.365055,37.860439
2020-05-11 13:20:45.074636,-0.003048,0.003179,1.001028,0.000901,-0.000637,-0.000301,-5.659631,-0.313467,37.865528
2020-05-11 13:20:45.127550,-0.001746,0.00263,1.001576,0.000133,-2.5E-05,0.000152,-5.46846,-0.418566,37.794056
2020-05-11 13:20:45.180321,-0.002738,0.002264,0.999993,0.000867,-0.00032,-0.000886,-5.545123,-0.295288,37.646809
2020-05-11 13:20:45.233159,-0.002924,0.00324,1.000298,-0.000195,-0.000604,0.000767,-5.472053,-0.318641,37.502861
2020-05-11 13:20:45.285970,-0.00156,0.002691,1.001515,-0.000632,0.000449,-0.000439,-5.519997,-0.245841,37.782856
2020-05-11 13:20:45.338799,-0.00373,0.002325,1.000906,0.000423,0.000434,0.000313,-5.524753,-0.279083,37.928402
