timestamp,BMI120_Accelerometer.x,BMI120_Accelerometer.y,BMI120_Accelerometer.z,BMI120_Gyroscope.x,BMI120_Gyroscope.y,BMI120_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,GPS.lat,GPS.long,GPS.alt,Latitude_out,Longitude_out,Altitude_out
1581320909599,0.48188782,1.3670197,9.824295,-0.010406494,0.008850098,0.01991272,-0.031223774,0.04817021,0.040075302,31.46865044,74.41227448,166.8251953125,31.46865044,74.41227448,166.8251953125
1581320909618,0.45315552,1.3287048,9.534607,-0.0018920898,0.012054443,0.01777649,-0.05223018,-0.0021561384,-0.054618835,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909639,0.58244324,1.2736359,9.663895,-0.015731812,0.02696228,0.013519287,0.11503106,-0.0074828863,-0.06858635,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909662,0.49145508,1.3454742,9.750076,-0.04663086,0.03868103,0.013519287,-0.008593559,0.024031997,-0.12261486,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909681,0.37893677,1.3574371,10.142731,-0.030654907,-0.0103302,0.024169922,-0.13284451,0.041928172,0.24721146,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909702,0.5201874,1.3239288,9.891342,0.00024414062,-0.020980835,0.03163147,0.004786968,0.04175377,0.050100327,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909724,0.5417328,1.3765869,9.706985,0.005569458,-0.026306152,0.03163147,0.05341047,0.096850395,0.04907608,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909750,0.5800476,1.3023682,9.867401,0.0077056885,0.010986328,0.01991272,0.0115507245,0.0022855997,0.06252384,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909769,0.53933716,1.2233582,9.644745,-0.0040130615,0.0642395,0.024169922,0.049188793,-0.025176048,-0.07285404,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909788,0.44117737,1.3119507,9.604034,-0.020004272,0.03868103,0.02204895,-0.064127,0.011599302,-0.19587135,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909808,0.5106201,1.2209778,9.716568,-0.026382446,0.02696228,0.01777649,-0.00447914,-0.06716263,-0.05809307,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909830,0.4794922,1.2688599,9.841064,-0.026382446,0.009918213,0.016723633,-0.013193518,-0.020489812,0.05277157,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909850,0.44117737,1.2568817,9.886551,-0.021057129,-0.013519287,0.015655518,-0.045357555,-0.032272935,0.102277756,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909871,0.45315552,1.3143463,10.087662,-0.028518677,0.019500732,0.030563354,-0.04120472,0.035611033,0.2793045,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909892,0.45315552,1.395752,10.037384,0.0013122559,0.04826355,0.02949524,-0.042939574,0.12394178,0.24358559,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909914,0.3813324,1.3215332,9.711777,0.0034332275,0.05039978,0.016723633,-0.07980031,0.067492366,-0.11218262,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909933,0.443573,1.4029236,10.104431,0.0013122559,0.047195435,0.025238037,-0.035995424,0.12035394,0.24594784,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909954,0.5441284,1.3311005,9.8650055,0.011962891,0.08660889,0.024169922,0.13104945,0.07523596,0.04188347,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909977,0.5201874,1.364624,9.620789,0.004501343,0.0599823,0.023101807,0.07095668,0.09130883,-0.1896553,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320909996,0.5297699,1.3550415,9.819519,-0.009338379,0.040802002,0.015655518,0.06885189,0.07555699,-0.07447052,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910019,0.44836426,1.2592773,9.886551,-0.007217407,0.04826355,0.020980835,-0.013160437,-0.06487286,0.05649662,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910034,0.45555115,1.2664642,9.747681,-0.002960205,0.032287598,0.01991272,0.03050065,-0.021777868,-0.0125103,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910057,0.40766907,1.316742,9.800354,-0.0050811768,0.021636963,0.018844604,-0.0070900917,-0.027903795,-0.041706085,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910084,0.5106201,1.3287048,10.43483,0.016220093,0.01524353,0.0060577393,0.0940949,-0.022578478,0.26769733,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910101,0.3932953,1.2209778,10.195404,0.088653564,0.09088135,-0.009918213,-0.022304952,-0.04535079,0.4053278,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910121,0.2544403,1.2377319,9.623184,0.07055664,0.13668823,-0.006713867,-0.12024191,-0.076262236,-0.18883228,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910145,0.21372986,1.2377319,9.503479,0.025802612,0.12283325,0.016723633,-0.119553596,-0.076844454,-0.30546284,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910164,0.28555298,1.2904053,9.453201,0.029006958,0.07170105,0.032699585,-0.078855485,-0.016712546,-0.2812786,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910185,0.34301758,1.4172974,9.465179,0.0066375732,0.006713867,0.02949524,0.00349468,0.062265992,-0.3914709,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910204,0.23049927,1.364624,9.338272,-0.016799927,-0.005004883,0.023101807,-0.041415542,0.07864833,-0.42033863,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910225,0.33345032,1.3215332,9.505875,-0.08604431,-0.036956787,0.032699585,-0.03077808,-0.002409339,-0.4075508,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910247,0.39808655,1.3622284,10.554535,-0.059417725,-0.065719604,0.032699585,0.086903006,0.04277563,0.6138067,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910266,0.27598572,1.3239288,10.176254,0.015151978,-0.100875854,0.03163147,-0.12772328,0.005689144,0.37931347,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910288,0.49624634,1.4053192,9.630371,0.016220093,0.0045928955,0.01777649,0.09762952,0.12204826,-0.045882225,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910307,0.36935425,1.2209778,9.563339,-0.053024292,0.055725098,0.016723633,0.08369979,-0.04299462,-0.30256844,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910329,0.3358307,1.3478699,10.02063,-0.051956177,0.05039978,0.024169922,-0.037809104,0.01840949,0.23893547,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910351,0.22570801,1.2736359,9.781204,-0.042373657,-0.011383057,0.04335022,-0.16735232,-0.045301676,0.0141506195,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910370,0.50582886,1.3143463,10.212158,-0.029586792,-0.04547119,0.042282104,0.118729085,0.0413028,0.34660816,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910393,0.3932953,1.2999725,10.018234,0.032196045,0.022705078,0.030563354,0.036397427,0.058769345,0.26342964,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910413,0.41963196,1.309555,9.563339,0.004501343,0.034423828,0.028442383,0.04762742,0.016065955,-0.23626995,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910434,0.42681885,1.3215332,9.867401,-0.006149292,0.0077819824,0.01777649,0.079689026,0.07684338,-0.01079464,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910453,0.2879486,1.2784271,9.912888,-0.0050811768,0.040802002,0.0060577393,0.0051074624,-0.016090274,0.12535954,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910474,0.2592163,1.230545,9.884155,-0.008285522,0.021636963,0.0071258545,-0.07008365,-0.030399084,0.04776573,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910495,0.22570801,1.230545,9.936829,0.004501343,-0.049743652,0.01991272,-0.12505737,-0.037081838,0.08521843,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910517,0.40048218,1.2425232,9.826691,0.032196045,-0.06997681,0.030563354,-0.011785626,-0.0019499063,0.02471447,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910539,0.4938507,1.2401276,9.874588,0.020477295,0.0013885498,0.02204895,0.104670644,-0.032657504,0.013648033,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910562,0.3358307,1.3430786,9.8650055,-0.002960205,0.046142578,0.0060577393,0.024869233,0.0004452467,0.08732891,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910582,0.33345032,1.3742065,9.750076,0.00024414062,0.02696228,0.0071258545,-0.03258246,0.08310139,-0.06280804,31.46865265,74.41227565,166.421569824219,31.46865265,74.41227565,166.421569824219
1581320910601,0.32147217,1.3382874,9.788391,-0.0050811768,-0.013519287,0.0007324219,0.012664199,0.04274988,-0.0971241,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910622,0.28077698,1.3023682,9.776413,-0.0018920898,-0.02949524,0.009262085,-0.091115266,0.01228416,-0.06615162,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910643,0.3166809,1.2401276,9.853027,-0.021057129,0.0045928955,0.012451172,-0.05953577,-0.028492928,0.0025024414,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910663,0.27598572,1.2928009,10.00148,-0.016799927,0.018432617,0.015655518,-0.040533483,0.00027668476,0.12768078,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910684,0.31428528,1.2880096,9.898529,0.00982666,0.023757935,0.01777649,-0.03568569,-0.034717083,0.15077019,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910708,0.27838135,1.2353363,9.8650055,-0.0018920898,0.021636963,0.016723633,-0.068066776,-0.037728548,0.0134859085,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910732,0.34780884,1.2185822,9.680649,-0.006149292,-0.0103302,0.011398315,0.018951356,-0.034730554,-0.15619373,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910749,0.3861084,1.2449188,10.066116,0.013031006,-0.025238037,0.00819397,0.026123285,-0.008196354,0.1524353,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910768,0.45794678,1.1946411,9.72374,0.027938843,-0.024169922,0.0060577393,0.056397855,-0.07827878,-0.030197144,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910790,0.4100647,1.2592773,9.850632,-0.031723022,-0.0007324219,0.0018005371,0.07784593,-0.004345417,-0.1203661,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910810,0.4100647,1.2113953,10.092453,-0.021057129,0.019500732,0.005004883,0.018047601,-0.08103168,0.2143507,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910831,0.42921448,1.2496948,9.754868,0.018356323,0.0131073,0.0018005371,0.045134187,-0.031104684,0.030075073,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910853,0.42921448,1.2161865,9.563339,0.005569458,-0.009262085,0.0039367676,0.04251203,-0.04260564,-0.22313118,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910870,0.3741455,1.2209778,9.661499,-0.017868042,-0.01777649,0.011398315,-0.00035375357,-0.038392782,-0.15637302,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910890,0.32626343,1.2042084,9.683044,-0.018936157,-0.028427124,0.01777649,-0.039167255,-0.05146122,-0.10998726,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910912,0.30711365,1.2353363,9.7309265,-0.040237427,-0.054000854,0.016723633,-0.055214643,-0.04880762,-0.08252716,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910933,0.5034332,1.1802673,10.243286,-0.014678955,-0.047607422,0.015655518,0.031832367,-0.020966172,0.39177132,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910954,0.33345032,1.151535,9.699799,-0.027450562,0.046142578,-0.0131073,-0.032853305,-0.09975672,-0.124866486,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910978,0.21372986,1.2257538,9.726135,-0.0849762,0.02696228,-0.019500732,-0.1931276,-0.04011917,-0.2305088,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320910997,0.43400574,1.1635132,10.075699,-0.07006836,-0.012451172,-0.016311646,-0.06366852,-0.018348813,0.14721584,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911018,0.4507599,1.2209778,9.706985,-0.009338379,-0.042282104,-0.032287598,0.09937811,0.01730144,-0.075125694,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911040,0.33345032,1.2113953,9.642349,-0.03277588,-0.025238037,-0.028030396,-0.032378376,0.012745023,-0.120511055,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911062,0.37654114,1.1563263,9.577698,-0.05834961,-0.020980835,-0.028030396,0.022392511,-0.03367412,-0.24195194,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911079,0.37654114,1.1228027,9.867401,-0.09030151,-0.044418335,-0.018432617,-0.011906028,-0.06085491,-0.0057315826,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911100,0.36935425,1.0940857,10.322296,-0.0050811768,-0.015655518,-0.018432617,-0.00805819,-0.08650231,0.49102974,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911122,0.39089966,1.1922455,9.699799,0.010894775,0.009918213,-0.02696228,0.0025237203,-0.0171206,-0.030108452,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911144,0.4651184,1.1874542,9.601639,-0.02532959,-0.024169922,-0.032287598,0.049672246,0.0029287338,-0.23521423,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911165,0.36695862,1.0916901,9.565735,-0.03704834,-0.05718994,-0.040802002,-0.022186846,-0.06643796,-0.24960613,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911186,0.39569092,1.0653534,9.558548,-0.08390808,-0.027374268,-0.035476685,-0.038861692,-0.11756706,-0.25327396,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911211,0.40527344,0.97676086,10.051758,-0.09776306,-0.048675537,-0.031219482,-0.030588567,-0.111169696,0.13993263,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911231,0.5417328,1.0773163,9.891342,-0.043426514,-0.04335022,-0.039749146,0.094946384,-0.07174218,0.12229729,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911251,0.44117737,1.0964661,9.781204,-0.05834961,-0.044418335,-0.044006348,0.011965364,0.0038763285,-0.08145237,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911271,0.48188782,1.1012573,9.946411,-0.069000244,-0.02204895,-0.049331665,0.027790666,0.059396267,0.12063885,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911293,0.34062195,1.1443634,10.015839,-0.04449463,-0.00819397,-0.055725098,-0.07422933,0.094953775,0.1658163,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911312,0.37174988,1.1371765,9.86261,-0.04663086,-0.024169922,-0.047195435,-0.09936407,0.020606041,0.0016345978,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911333,0.3310547,1.1084442,10.049362,-0.051956177,-0.03375244,-0.044006348,-0.065163136,0.03734517,0.13846684,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911355,0.41963196,1.0605621,9.946411,-0.038101196,-0.032699585,-0.039749146,-0.07033524,0.011630416,0.17183018,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911378,0.32147217,0.988739,9.790787,-0.031723022,-0.046539307,-0.0365448,-0.13146004,-0.045719743,-0.019145012,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911398,0.29753113,0.92648315,9.795578,-0.03277588,-0.049743652,-0.039749146,-0.15775016,-0.121043324,-0.05452633,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911417,0.29992676,0.8953552,9.565735,-0.05088806,-0.038024902,-0.0365448,-0.16721267,-0.11496496,-0.23504066,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911438,0.35020447,0.8809967,9.517838,-0.07965088,-0.0028686523,-0.0365448,-0.13727623,-0.16174328,-0.28892136,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911460,0.19937134,0.8714142,9.637558,-0.09989929,-0.018844604,-0.033355713,-0.28326693,-0.12801957,-0.22875309,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911481,0.18499756,0.87620544,9.639954,-0.09669495,-0.02949524,-0.023757935,-0.30803752,-0.07370466,-0.1515646,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911501,0.15866089,0.8618469,9.453201,-0.11373901,-0.0007324219,-0.01524353,-0.30046263,-0.047620118,-0.34972572,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911522,0.1754303,0.8331146,9.25209,-0.15847778,0.00033569336,-0.017364502,-0.21659419,-0.09166843,-0.5589819,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911544,0.16345215,0.8450775,9.266449,-0.17126465,-0.046539307,0.0018005371,-0.27003035,-0.010307074,-0.5212889,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911563,0.12515259,0.8618469,9.247299,-0.20960999,-0.14241028,0.011398315,-0.33066157,0.002029419,-0.6043215,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911585,0.34301758,0.7876129,9.503479,-0.2341156,-0.1669159,0.014587402,-0.18020475,-0.014912546,-0.34221745,31.46865243,74.4122744,166.149047851563,31.46865243,74.4122744,166.149047851563
1581320911606,0.4603424,0.71099854,10.291168,-0.2852478,-0.16798401,0.023101807,-0.076521695,-0.034332037,0.4009571,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911628,0.5585022,0.69184875,10.465942,-0.21174622,-0.15519714,0.014587402,0.008384883,0.026689231,0.67601967,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911647,0.6662445,0.8379059,9.8650055,-0.18191528,-0.12857056,0.0060577393,0.08167255,0.17769057,0.10370731,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911667,0.9200287,0.80677795,9.19223,-0.22772217,-0.11578369,-0.033355713,0.32093048,0.18883026,-0.622303,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911688,1.0038147,1.0030975,9.230545,-0.26927185,-0.12750244,-0.07383728,0.29024315,0.42295736,-0.5494528,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911715,1.0995941,0.8881836,9.177872,-0.26713562,-0.09555054,-0.1302948,0.44124383,0.41784382,-0.6268549,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911728,1.0948029,0.9216919,9.187439,-0.27246094,-0.102996826,-0.14839172,0.39133453,0.46270728,-0.6395807,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911750,1.1283112,0.77565,9.42926,-0.32359314,-0.17330933,-0.16757202,0.43470263,0.4030131,-0.36249256,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911771,1.1235352,0.67988586,10.0780945,-0.34916687,-0.28196716,-0.17289734,0.38606715,0.34197092,0.21619225,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911792,1.0924072,0.5984802,10.820297,-0.34596252,-0.3128662,-0.17289734,0.2448088,0.37507215,0.830204,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911814,1.2480316,0.59129333,11.605591,-0.29377747,-0.08595276,-0.15266418,0.35864234,0.3881306,1.779294,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911835,1.2791595,0.62002563,11.026199,-0.2064209,0.1856842,-0.12176514,0.4092018,0.4796273,1.2429199,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911854,1.111557,0.7181854,9.951202,-0.13717651,0.22935486,-0.11643982,0.29197252,0.5863669,0.14260483,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911876,1.1426849,0.82832336,9.216171,-0.13931274,0.10046387,-0.12815857,0.35439217,0.69182795,-0.6152916,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911897,1.2097168,0.909729,9.153931,-0.16061401,-0.03375244,-0.16011047,0.40684927,0.8220979,-0.6912441,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911916,1.0181885,0.97676086,9.503479,-0.23944092,-0.114715576,-0.20272827,0.33607298,0.8797222,-0.5061989,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911938,0.82424927,1.0150757,10.200195,-0.28738403,-0.065719604,-0.20591736,-0.032223105,1.0115108,0.3565054,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911959,0.5920105,1.0892944,10.41806,-0.25968933,0.03868103,-0.18035889,-0.22283477,1.1065639,0.601594,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
1581320911983,0.29753113,1.1563263,10.121185,-0.20855713,0.11004639,-0.11430359,-0.4782558,1.2626331,0.31512165,31.46864985,74.41227175,165.695556640625,31.46864985,74.41227175,165.695556640625
