Time,Acc X,Acc Y,Acc Z,Ang Acc X,Ang Acc Y,Ang Acc Z,Disp X,Disp Y,Disp Z,Rot X,Rot Y,Rot z,Vel X,Vel Y,Vel Z,Ang Vel X,Ang Vel Y,Ang Vel Z
113.332,0,0.00508414,0,-0.074701,0,0,10,0.192092,0,0.0302752,0,0,0,0.0400509,0,-0.0272922,0,0
113.432,0,0.00510241,0,-0.0670749,0,0,10,0.196122,0,0.0271844,0,0,0,0.0405602,0,-0.0343956,0,0
113.532,0,0.00512042,0,-0.0577972,0,0,10,0.200204,0,0.0234243,0,0,0,0.0410713,0,-0.0406521,0,0
113.632,0,0.00513817,0,-0.0470963,0,0,10,0.204337,0,0.0190874,0,0,0,0.0415843,0,-0.0459076,0,0
113.732,0,0.00515565,0,-0.0352358,0,0,10,0.208521,0,0.0142805,0,0,0,0.042099,0,-0.0500327,0,0
113.832,0,0.00517288,0,-0.0225076,0,0,10,0.212757,0,0.00912198,0,0,0,0.0426154,0,-0.0529258,0,0
113.932,0,0.00518984,0,-0.00922519,0,0,10,0.217044,0,0.00373883,0,0,0,0.0431335,0,-0.0545157,0,0
114.032,0,0.00520654,0,0.00428435,0,0,10,0.221383,0,-0.00173638,0,0,0,0.0436533,0,-0.0547633,0,0
114.132,0,0.00522299,0,0.0176884,0,0,10,0.225775,0,-0.00716884,0,0,0,0.0441748,0,-0.0536624,0,0
114.232,0,0.00523917,0,0.0306569,0,0,10,0.230218,0,-0.0124248,0,0,0,0.0446979,0,-0.0512401,0,0
114.332,0,0.0052551,0,0.0428705,0,0,10,0.234714,0,-0.0173748,0,0,0,0.0452227,0,-0.0475562,0,0
114.432,0,0.00527078,0,0.0540285,0,0,10,0.239263,0,-0.0218969,0,0,0,0.0457489,0,-0.0427012,0,0
114.532,0,0.00528619,0,0.0638562,0,0,10,0.243864,0,-0.0258799,0,0,0,0.0462768,0,-0.0367948,0,0
114.632,0,0.00530135,0,0.0721115,0,0,10,0.248518,0,-0.0292257,0,0,0,0.0468062,0,-0.0299824,0,0
114.732,0,0.00531626,0,0.0785911,0,0,10,0.253225,0,-0.0318518,0,0,0,0.0473371,0,-0.0224318,0,0
114.832,0,0.00533091,0,0.0831356,0,0,10,0.257986,0,-0.0336936,0,0,0,0.0478694,0,-0.0143288,0,0
114.932,0,0.00534531,0,0.0856331,0,0,10,0.262799,0,-0.0347058,0,0,0,0.0484032,0,-0.00587294,0,0
115.032,0,0.00535945,0,0.0860219,0,0,10,0.267666,0,-0.0348634,0,0,0,0.0489385,0,0.0027275,0,0
115.132,0,0.00537335,0,0.0842926,0,0,10,0.272587,0,-0.0341625,0,0,0,0.0494751,0,0.0112608,0,0
115.232,0,0.00538699,0,0.0804878,0,0,10,0.277562,0,-0.0326205,0,0,0,0.0500131,0,0.0195168,0,0
115.332,0,0.00540039,0,0.074701,0,0,10,0.28259,0,-0.0302752,0,0,0,0.0505525,0,0.0272922,0,0
115.432,0,0.00541353,0,0.0670749,0,0,10,0.287672,0,-0.0271844,0,0,0,0.0510932,0,0.0343956,0,0
115.532,0,0.00542642,0,0.0577972,0,0,10,0.292809,0,-0.0234243,0,0,0,0.0516352,0,0.0406521,0,0
115.632,0,0.00543907,0,0.0470963,0,0,10,0.297999,0,-0.0190874,0,0,0,0.0521785,0,0.0459076,0,0
115.732,0,0.00545147,0,0.0352358,0,0,10,0.303244,0,-0.0142805,0,0,0,0.052723,0,0.0500327,0,0
115.832,0,0.00546362,0,0.0225076,0,0,10,0.308544,0,-0.00912198,0,0,0,0.0532688,0,0.0529258,0,0
115.932,0,0.00547553,0,0.00922519,0,0,10,0.313898,0,-0.00373883,0,0,0,0.0538157,0,0.0545157,0,0
116.032,0,0.00548719,0,-0.00428435,0,0,10,0.319307,0,0.00173638,0,0,0,0.0543639,0,0.0547633,0,0
116.132,0,0.0054986,0,-0.0176884,0,0,10,0.324771,0,0.00716884,0,0,0,0.0549132,0,0.0536624,0,0
116.232,0,0.00550978,0,-0.0306569,0,0,10,0.33029,0,0.0124248,0,0,0,0.0554636,0,0.0512401,0,0
116.332,0,0.00552071,0,-0.0428705,0,0,10,0.335864,0,0.0173748,0,0,0,0.0560151,0,0.0475562,0,0
116.432,0,0.00553139,0,-0.0540285,0,0,10,0.341493,0,0.0218969,0,0,0,0.0565677,0,0.0427012,0,0
116.532,0,0.00554184,0,-0.0638562,0,0,10,0.347177,0,0.0258799,0,0,0,0.0571214,0,0.0367948,0,0
116.632,0,0.00555204,0,-0.0721115,0,0,10,0.352917,0,0.0292257,0,0,0,0.0576761,0,0.0299824,0,0
116.732,0,0.00556201,0,-0.0785911,0,0,10,0.358712,0,0.0318518,0,0,0,0.0582318,0,0.0224318,0,0
116.832,0,0.00557173,0,-0.0831356,0,0,10,0.364563,0,0.0336936,0,0,0,0.0587885,0,0.0143288,0,0
116.932,0,0.00558122,0,-0.0856331,0,0,10,0.37047,0,0.0347058,0,0,0,0.0593461,0,0.00587294,0,0
117.032,0,0.00559046,0,-0.0860219,0,0,10,0.376433,0,0.0348634,0,0,0,0.0599047,0,-0.0027275,0,0
117.132,0,0.00559947,0,-0.0842926,0,0,10,0.382451,0,0.0341625,0,0,0,0.0604642,0,-0.0112608,0,0
117.232,0,0.00560825,0,-0.0804878,0,0,10,0.388526,0,0.0326205,0,0,0,0.0610246,0,-0.0195168,0,0
117.332,0,0.00561679,0,-0.074701,0,0,10,0.394656,0,0.0302752,0,0,0,0.0615858,0,-0.0272922,0,0
117.432,0,0.00562509,0,-0.0670749,0,0,10,0.400843,0,0.0271844,0,0,0,0.0621479,0,-0.0343956,0,0
117.532,0,0.00563316,0,-0.0577972,0,0,10,0.407086,0,0.0234243,0,0,0,0.0627108,0,-0.0406521,0,0
117.632,0,0.00564099,0,-0.0470963,0,0,10,0.413385,0,0.0190874,0,0,0,0.0632746,0,-0.0459076,0,0
117.732,0,0.00564859,0,-0.0352358,0,0,10,0.419741,0,0.0142805,0,0,0,0.063839,0,-0.0500327,0,0
117.832,0,0.00565596,0,-0.0225076,0,0,10,0.426153,0,0.00912198,0,0,0,0.0644043,0,-0.0529258,0,0
117.932,0,0.0056631,0,-0.00922519,0,0,10,0.432621,0,0.00373883,0,0,0,0.0649702,0,-0.0545157,0,0
118.032,0,0.00567,0,0.00428435,0,0,10,0.439147,0,-0.00173638,0,0,0,0.0655369,0,-0.0547633,0,0
118.132,0,0.00567668,0,0.0176884,0,0,10,0.445729,0,-0.00716884,0,0,0,0.0661042,0,-0.0536624,0,0
118.232,0,0.00568313,0,0.0306569,0,0,10,0.452368,0,-0.0124248,0,0,0,0.0666722,0,-0.0512401,0,0
118.332,0,0.00568934,0,0.0428705,0,0,10,0.459063,0,-0.0173748,0,0,0,0.0672408,0,-0.0475562,0,0
118.432,0,0.00569533,0,0.0540285,0,0,10,0.465816,0,-0.0218969,0,0,0,0.0678101,0,-0.0427012,0,0
118.532,0,0.0057011,0,0.0638562,0,0,10,0.472625,0,-0.0258799,0,0,0,0.0683799,0,-0.0367948,0,0
118.632,0,0.00570663,0,0.0721115,0,0,10,0.479492,0,-0.0292257,0,0,0,0.0689503,0,-0.0299824,0,0
118.732,0,0.00571194,0,0.0785911,0,0,10,0.486415,0,-0.0318518,0,0,0,0.0695212,0,-0.0224318,0,0
118.832,0,0.00571703,0,0.0831356,0,0,10,0.493396,0,-0.0336936,0,0,0,0.0700927,0,-0.0143288,0,0
118.932,0,0.00572189,0,0.0856331,0,0,10,0.500434,0,-0.0347058,0,0,0,0.0706646,0,-0.00587294,0,0
119.032,0,0.00572652,0,0.0860219,0,0,10,0.507529,0,-0.0348634,0,0,0,0.071237,0,0.0027275,0,0
119.132,0,0.00573094,0,0.0842926,0,0,10,0.514681,0,-0.0341625,0,0,0,0.0718099,0,0.0112608,0,0
119.232,0,0.00573513,0,0.0804878,0,0,10,0.521891,0,-0.0326205,0,0,0,0.0723832,0,0.0195168,0,0
119.332,0,0.0057391,0,0.074701,0,0,10,0.529158,0,-0.0302752,0,0,0,0.0729569,0,0.0272922,0,0
119.432,0,0.00574285,0,0.0670749,0,0,10,0.536482,0,-0.0271844,0,0,0,0.073531,0,0.0343956,0,0
119.532,0,0.00574638,0,0.0577972,0,0,10,0.543864,0,-0.0234243,0,0,0,0.0741055,0,0.0406521,0,0
119.632,0,0.00574969,0,0.0470963,0,0,10,0.551304,0,-0.0190874,0,0,0,0.0746803,0,0.0459076,0,0
119.732,0,0.00575278,0,0.0352358,0,0,10,0.5588,0,-0.0142805,0,0,0,0.0752554,0,0.0500327,0,0
119.832,0,0.00575565,0,0.0225076,0,0,10,0.566355,0,-0.00912198,0,0,0,0.0758308,0,0.0529258,0,0
119.932,0,0.00575831,0,0.00922519,0,0,10,0.573967,0,-0.00373883,0,0,0,0.0764065,0,0.0545157,0,0
120.032,0,0.00576075,0,-0.00428435,0,0,10,0.581636,0,0.00173638,0,0,0,0.0769825,0,0.0547633,0,0
120.132,0,0.00576297,0,-0.0176884,0,0,10,0.589363,0,0.00716884,0,0,0,0.0775587,0,0.0536624,0,0
120.232,0,0.00576498,0,-0.0306569,0,0,10,0.597148,0,0.0124248,0,0,0,0.0781351,0,0.0512401,0,0
120.332,0,0.00576678,0,-0.0428705,0,0,10,0.60499,0,0.0173748,0,0,0,0.0787117,0,0.0475562,0,0
120.432,0,0.00576836,0,-0.0540285,0,0,10,0.61289,0,0.0218969,0,0,0,0.0792884,0,0.0427012,0,0
120.532,0,0.00576973,0,-0.0638562,0,0,10,0.620848,0,0.0258799,0,0,0,0.0798653,0,0.0367948,0,0
120.632,0,0.00577088,0,-0.0721115,0,0,10,0.628863,0,0.0292257,0,0,0,0.0804424,0,0.0299824,0,0
120.732,0,0.00577183,0,-0.0785911,0,0,10,0.636936,0,0.0318518,0,0,0,0.0810195,0,0.0224318,0,0
120.832,0,0.00577256,0,-0.0831356,0,0,10,0.645067,0,0.0336936,0,0,0,0.0815967,0,0.0143288,0,0
120.932,0,0.00577308,0,-0.0856331,0,0,10,0.653256,0,0.0347058,0,0,0,0.082174,0,0.00587294,0,0
121.032,0,0.0057734,0,-0.0860219,0,0,10,0.661502,0,0.0348634,0,0,0,0.0827513,0,-0.0027275,0,0
121.132,0,0.0057735,0,-0.0842926,0,0,10,0.669806,0,0.0341625,0,0,0,0.0833287,0,-0.0112608,0,0
121.232,0,0.0057734,0,-0.0804878,0,0,10,0.678168,0,0.0326205,0,0,0,0.083906,0,-0.0195168,0,0
121.332,0,0.00577309,0,-0.074701,0,0,10,0.686587,0,0.0302752,0,0,0,0.0844834,0,-0.0272922,0,0
121.432,0,0.00577258,0,-0.0670749,0,0,10,0.695064,0,0.0271844,0,0,0,0.0850606,0,-0.0343956,0,0
121.532,0,0.00577185,0,-0.0577972,0,0,10,0.703599,0,0.0234243,0,0,0,0.0856379,0,-0.0406521,0,0
121.632,0,0.00577093,0,-0.0470963,0,0,10,0.712192,0,0.0190874,0,0,0,0.086215,0,-0.0459076,0,0
121.732,0,0.0057698,0,-0.0352358,0,0,10,0.720842,0,0.0142805,0,0,0,0.086792,0,-0.0500327,0,0
121.832,0,0.00576846,0,-0.0225076,0,0,10,0.72955,0,0.00912198,0,0,0,0.087369,0,-0.0529258,0,0
121.932,0,0.00576693,0,-0.00922519,0,0,10,0.738316,0,0.00373883,0,0,0,0.0879457,0,-0.0545157,0,0
122.032,0,0.00576519,0,0.00428435,0,0,10,0.747139,0,-0.00173638,0,0,0,0.0885223,0,-0.0547633,0,0
122.132,0,0.00576325,0,0.0176884,0,0,10,0.75602,0,-0.00716884,0,0,0,0.0890988,0,-0.0536624,0,0
122.232,0,0.00576111,0,0.0306569,0,0,10,0.764959,0,-0.0124248,0,0,0,0.089675,0,-0.0512401,0,0
122.332,0,0.00575876,0,0.0428705,0,0,10,0.773955,0,-0.0173748,0,0,0,0.090251,0,-0.0475562,0,0
122.432,0,0.00575622,0,0.0540285,0,0,10,0.783009,0,-0.0218969,0,0,0,0.0908267,0,-0.0427012,0,0
122.532,0,0.00575349,0,0.0638562,0,0,10,0.792121,0,-0.0258799,0,0,0,0.0914022,0,-0.0367948,0,0
122.632,0,0.00575055,0,0.0721115,0,0,10,0.80129,0,-0.0292257,0,0,0,0.0919774,0,-0.0299824,0,0
122.732,0,0.00574742,0,0.0785911,0,0,10,0.810516,0,-0.0318518,0,0,0,0.0925523,0,-0.0224318,0,0
122.832,0,0.00574409,0,0.0831356,0,0,10,0.8198,0,-0.0336936,0,0,0,0.0931269,0,-0.0143288,0,0
122.932,0,0.00574056,0,0.0856331,0,0,10,0.829142,0,-0.0347058,0,0,0,0.0937011,0,-0.00587294,0,0
123.032,0,0.00573684,0,0.0860219,0,0,10,0.83854,0,-0.0348634,0,0,0,0.094275,0,0.0027275,0,0
123.132,0,0.00573293,0,0.0842926,0,0,10,0.847997,0,-0.0341625,0,0,0,0.0948485,0,0.0112608,0,0
123.232,0,0.00572882,0,0.0804878,0,0,10,0.85751,0,-0.0326205,0,0,0,0.0954216,0,0.0195168,0,0
123.332,0,0.00572452,0,0.074701,0,0,10,0.867081,0,-0.0302752,0,0,0,0.0959942,0,0.0272922,0,0
123.432,0,0.00572002,0,0.0670749,0,0,10,0.876709,0,-0.0271844,0,0,0,0.0965665,0,0.0343956,0,0
123.532,0,0.00571534,0,0.0577972,0,0,10,0.886394,0,-0.0234243,0,0,0,0.0971382,0,0.0406521,0,0
123.632,0,0.00571047,0,0.0470963,0,0,10,0.896137,0,-0.0190874,0,0,0,0.0977095,0,0.0459076,0,0
123.732,0,0.0057054,0,0.0352358,0,0,10,0.905936,0,-0.0142805,0,0,0,0.0982803,0,0.0500327,0,0
123.832,0,0.00570015,0,0.0225076,0,0,10,0.915793,0,-0.00912198,0,0,0,0.0988506,0,0.0529258,0,0
123.932,0,0.00569471,0,0.00922519,0,0,10,0.925706,0,-0.00373883,0,0,0,0.0994204,0,0.0545157,0,0
124.032,0,0.00568908,0,-0.00428435,0,0,10,0.935677,0,0.00173638,0,0,0,0.0999895,0,0.0547633,0,0
124.132,0,0.00568326,0,-0.0176884,0,0,10,0.945704,0,0.00716884,0,0,0,0.100558,0,0.0536624,0,0
124.232,0,0.00567726,0,-0.0306569,0,0,10,0.955788,0,0.0124248,0,0,0,0.101126,0,0.0512401,0,0
124.332,0,0.00567107,0,-0.0428705,0,0,10,0.965929,0,0.0173748,0,0,0,0.101694,0,0.0475562,0,0
124.432,0,0.0056647,0,-0.0540285,0,0,10,0.976127,0,0.0218969,0,0,0,0.10226,0,0.0427012,0,0
124.532,0,0.00565814,0,-0.0638562,0,0,10,0.986381,0,0.0258799,0,0,0,0.102827,0,0.0367948,0,0
124.632,0,0.0056514,0,-0.0721115,0,0,10,0.996692,0,0.0292257,0,0,0,0.103392,0,0.0299824,0,0
124.732,0,0.00564447,0,-0.0785911,0,0,10,1.00706,0,0.0318518,0,0,0,0.103957,0,0.0224318,0,0
124.832,0,0.00563737,0,-0.0831356,0,0,10,1.01748,0,0.0336936,0,0,0,0.104521,0,0.0143288,0,0
124.932,0,0.00563008,0,-0.0856331,0,0,10,1.02796,0,0.0347058,0,0,0,0.105084,0,0.00587294,0,0
125.032,0,0.00562262,0,-0.0860219,0,0,10,1.0385,0,0.0348634,0,0,0,0.105647,0,-0.0027275,0,0
125.132,0,0.00561497,0,-0.0842926,0,0,10,1.04909,0,0.0341625,0,0,0,0.106209,0,-0.0112608,0,0
125.232,0,0.00560714,0,-0.0804878,0,0,10,1.05974,0,0.0326205,0,0,0,0.10677,0,-0.0195168,0,0
125.332,0,0.00559914,0,-0.074701,0,0,10,1.07045,0,0.0302752,0,0,0,0.10733,0,-0.0272922,0,0
125.432,0,0.00559096,0,-0.0670749,0,0,10,1.08121,0,0.0271844,0,0,0,0.10789,0,-0.0343956,0,0
125.532,0,0.0055826,0,-0.0577972,0,0,10,1.09203,0,0.0234243,0,0,0,0.108448,0,-0.0406521,0,0
125.632,0,0.00557406,0,-0.0470963,0,0,10,1.1029,0,0.0190874,0,0,0,0.109006,0,-0.0459076,0,0
125.732,0,0.00556535,0,-0.0352358,0,0,10,1.11383,0,0.0142805,0,0,0,0.109563,0,-0.0500327,0,0
125.832,0,0.00555647,0,-0.0225076,0,0,10,1.12481,0,0.00912198,0,0,0,0.110119,0,-0.0529258,0,0
125.932,0,0.00554741,0,-0.00922519,0,0,10,1.13585,0,0.00373883,0,0,0,0.110675,0,-0.0545157,0,0
126.032,0,0.00553818,0,0.00428435,0,0,10,1.14695,0,-0.00173638,0,0,0,0.111229,0,-0.0547633,0,0
126.132,0,0.00552877,0,0.0176884,0,0,10,1.1581,0,-0.00716884,0,0,0,0.111782,0,-0.0536624,0,0
126.232,0,0.00551919,0,0.0306569,0,0,10,1.1693,0,-0.0124248,0,0,0,0.112335,0,-0.0512401,0,0
126.332,0,0.00550945,0,0.0428705,0,0,10,1.18056,0,-0.0173748,0,0,0,0.112886,0,-0.0475562,0,0
126.432,0,0.00549953,0,0.0540285,0,0,10,1.19188,0,-0.0218969,0,0,0,0.113436,0,-0.0427012,0,0
126.532,0,0.00548944,0,0.0638562,0,0,10,1.20325,0,-0.0258799,0,0,0,0.113986,0,-0.0367948,0,0
126.632,0,0.00547918,0,0.0721115,0,0,10,1.21468,0,-0.0292257,0,0,0,0.114534,0,-0.0299824,0,0
126.732,0,0.00546876,0,0.0785911,0,0,10,1.22616,0,-0.0318518,0,0,0,0.115082,0,-0.0224318,0,0
126.832,0,0.00545817,0,0.0831356,0,0,10,1.23769,0,-0.0336936,0,0,0,0.115628,0,-0.0143288,0,0
126.932,0,0.00544741,0,0.0856331,0,0,10,1.24928,0,-0.0347058,0,0,0,0.116173,0,-0.00587294,0,0
127.032,0,0.00543648,0,0.0860219,0,0,10,1.26093,0,-0.0348634,0,0,0,0.116718,0,0.0027275,0,0
127.132,0,0.00542539,0,0.0842926,0,0,10,1.27263,0,-0.0341625,0,0,0,0.117261,0,0.0112608,0,0
127.232,0,0.00541413,0,0.0804878,0,0,10,1.28438,0,-0.0326205,0,0,0,0.117803,0,0.0195168,0,0
127.332,0,0.00540271,0,0.074701,0,0,10,1.29619,0,-0.0302752,0,0,0,0.118343,0,0.0272922,0,0
127.432,0,0.00539113,0,0.0670749,0,0,10,1.30805,0,-0.0271844,0,0,0,0.118883,0,0.0343956,0,0
127.532,0,0.00537939,0,0.0577972,0,0,10,1.31996,0,-0.0234243,0,0,0,0.119422,0,0.0406521,0,0
127.632,0,0.00536748,0,0.0470963,0,0,10,1.33193,0,-0.0190874,0,0,0,0.119959,0,0.0459076,0,0
127.732,0,0.00535541,0,0.0352358,0,0,10,1.34395,0,-0.0142805,0,0,0,0.120495,0,0.0500327,0,0
127.832,0,0.00534318,0,0.0225076,0,0,10,1.35603,0,-0.00912198,0,0,0,0.12103,0,0.0529258,0,0
127.932,0,0.00533079,0,0.00922519,0,0,10,1.36816,0,-0.00373883,0,0,0,0.121564,0,0.0545157,0,0
128.032,0,0.00531825,0,-0.00428435,0,0,10,1.38034,0,0.00173638,0,0,0,0.122096,0,0.0547633,0,0
128.132,0,0.00530554,0,-0.0176884,0,0,10,1.39258,0,0.00716884,0,0,0,0.122627,0,0.0536624,0,0
128.232,0,0.00529268,0,-0.0306569,0,0,10,1.40487,0,0.0124248,0,0,0,0.123157,0,0.0512401,0,0
128.332,0,0.00527966,0,-0.0428705,0,0,10,1.41721,0,0.0173748,0,0,0,0.123686,0,0.0475562,0,0
128.432,0,0.00526649,0,-0.0540285,0,0,10,1.42961,0,0.0218969,0,0,0,0.124213,0,0.0427012,0,0
128.532,0,0.00525315,0,-0.0638562,0,0,10,1.44205,0,0.0258799,0,0,0,0.124739,0,0.0367948,0,0
128.632,0,0.00523967,0,-0.0721115,0,0,10,1.45455,0,0.0292257,0,0,0,0.125264,0,0.0299824,0,0
128.732,0,0.00522603,0,-0.0785911,0,0,10,1.46711,0,0.0318518,0,0,0,0.125787,0,0.0224318,0,0
128.832,0,0.00521224,0,-0.0831356,0,0,10,1.47971,0,0.0336936,0,0,0,0.126309,0,0.0143288,0,0
128.932,0,0.00519829,0,-0.0856331,0,0,10,1.49237,0,0.0347058,0,0,0,0.12683,0,0.00587294,0,0
129.032,0,0.0051842,0,-0.0860219,0,0,10,1.50508,0,0.0348634,0,0,0,0.127349,0,-0.0027275,0,0
129.132,0,0.00516995,0,-0.0842926,0,0,10,1.51784,0,0.0341625,0,0,0,0.127866,0,-0.0112608,0,0
129.232,0,0.00515555,0,-0.0804878,0,0,10,1.53065,0,0.0326205,0,0,0,0.128383,0,-0.0195168,0,0
129.332,0,0.00514101,0,-0.074701,0,0,10,1.54351,0,0.0302752,0,0,0,0.128898,0,-0.0272922,0,0
129.432,0,0.00512631,0,-0.0670749,0,0,10,1.55643,0,0.0271844,0,0,0,0.129411,0,-0.0343956,0,0
129.532,0,0.00511147,0,-0.0577972,0,0,10,1.5694,0,0.0234243,0,0,0,0.129923,0,-0.0406521,0,0
129.632,0,0.00509648,0,-0.0470963,0,0,10,1.58241,0,0.0190874,0,0,0,0.130433,0,-0.0459076,0,0
129.732,0,0.00508134,0,-0.0352358,0,0,10,1.59548,0,0.0142805,0,0,0,0.130942,0,-0.0500327,0,0
129.832,0,0.00506605,0,-0.0225076,0,0,10,1.6086,0,0.00912198,0,0,0,0.131449,0,-0.0529258,0,0
129.932,0,0.00505062,0,-0.00922519,0,0,10,1.62177,0,0.00373883,0,0,0,0.131955,0,-0.0545157,0,0
130.032,0,0.00503505,0,0.00428435,0,0,10,1.63499,0,-0.00173638,0,0,0,0.13246,0,-0.0547633,0,0
130.132,0,0.00501933,0,0.0176884,0,0,10,1.64827,0,-0.00716884,0,0,0,0.132962,0,-0.0536624,0,0
130.232,0,0.00500347,0,0.0306569,0,0,10,1.66159,0,-0.0124248,0,0,0,0.133463,0,-0.0512401,0,0
130.332,0,0.00498747,0,0.0428705,0,0,10,1.67496,0,-0.0173748,0,0,0,0.133963,0,-0.0475562,0,0
130.432,0,0.00497133,0,0.0540285,0,0,10,1.68838,0,-0.0218969,0,0,0,0.134461,0,-0.0427012,0,0
130.532,0,0.00495504,0,0.0638562,0,0,10,1.70185,0,-0.0258799,0,0,0,0.134957,0,-0.0367948,0,0
130.632,0,0.00493862,0,0.0721115,0,0,10,1.71537,0,-0.0292257,0,0,0,0.135452,0,-0.0299824,0,0
130.732,0,0.00492205,0,0.0785911,0,0,10,1.72894,0,-0.0318518,0,0,0,0.135945,0,-0.0224318,0,0
130.832,0,0.00490535,0,0.0831356,0,0,10,1.74256,0,-0.0336936,0,0,0,0.136436,0,-0.0143288,0,0
130.932,0,0.00488851,0,0.0856331,0,0,10,1.75623,0,-0.0347058,0,0,0,0.136926,0,-0.00587294,0,0
131.032,0,0.00487153,0,0.0860219,0,0,10,1.76994,0,-0.0348634,0,0,0,0.137414,0,0.0027275,0,0
131.132,0,0.00485441,0,0.0842926,0,0,10,1.78371,0,-0.0341625,0,0,0,0.1379,0,0.0112608,0,0
131.232,0,0.00483716,0,0.0804878,0,0,10,1.79752,0,-0.0326205,0,0,0,0.138385,0,0.0195168,0,0
131.332,0,0.00481977,0,0.074701,0,0,10,1.81139,0,-0.0302752,0,0,0,0.138868,0,0.0272922,0,0
131.432,0,0.00480225,0,0.0670749,0,0,10,1.8253,0,-0.0271844,0,0,0,0.139349,0,0.0343956,0,0
131.532,0,0.0047846,0,0.0577972,0,0,10,1.83926,0,-0.0234243,0,0,0,0.139828,0,0.0406521,0,0
131.632,0,0.00476681,0,0.0470963,0,0,10,1.85326,0,-0.0190874,0,0,0,0.140306,0,0.0459076,0,0
131.732,0,0.00474889,0,0.0352358,0,0,10,1.86732,0,-0.0142805,0,0,0,0.140782,0,0.0500327,0,0
131.832,0,0.00473084,0,0.0225076,0,0,10,1.88142,0,-0.00912198,0,0,0,0.141256,0,0.0529258,0,0
131.932,0,0.00471266,0,0.00922519,0,0,10,1.89557,0,-0.00373883,0,0,0,0.141728,0,0.0545157,0,0
132.032,0,0.00469434,0,-0.00428435,0,0,10,1.90977,0,0.00173638,0,0,0,0.142198,0,0.0547633,0,0
132.132,0,0.0046759,0,-0.0176884,0,0,10,1.92401,0,0.00716884,0,0,0,0.142667,0,0.0536624,0,0
132.232,0,0.00465733,0,-0.0306569,0,0,10,1.9383,0,0.0124248,0,0,0,0.143133,0,0.0512401,0,0
132.332,0,0.00463863,0,-0.0428705,0,0,10,1.95264,0,0.0173748,0,0,0,0.143598,0,0.0475562,0,0
132.432,0,0.00461981,0,-0.0540285,0,0,10,1.96702,0,0.0218969,0,0,0,0.144061,0,0.0427012,0,0
132.532,0,0.00460086,0,-0.0638562,0,0,10,1.98145,0,0.0258799,0,0,0,0.144522,0,0.0367948,0,0
132.632,0,0.00458178,0,-0.0721115,0,0,10,1.99592,0,0.0292257,0,0,0,0.144981,0,0.0299824,0,0
132.732,0,0.00456258,0,-0.0785911,0,0,10,2.01044,0,0.0318518,0,0,0,0.145438,0,0.0224318,0,0
132.832,0,0.00454325,0,-0.0831356,0,0,10,2.02501,0,0.0336936,0,0,0,0.145894,0,0.0143288,0,0
132.932,0,0.0045238,0,-0.0856331,0,0,10,2.03962,0,0.0347058,0,0,0,0.146347,0,0.00587294,0,0
133.032,0,0.00450423,0,-0.0860219,0,0,10,2.05428,0,0.0348634,0,0,0,0.146798,0,-0.0027275,0,0
133.132,0,0.00448453,0,-0.0842926,0,0,10,2.06898,0,0.0341625,0,0,0,0.147248,0,-0.0112608,0,0
133.232,0,0.00446471,0,-0.0804878,0,0,10,2.08373,0,0.0326205,0,0,0,0.147695,0,-0.0195168,0,0
133.332,0,0.00444477,0,-0.074701,0,0,10,2.09852,0,0.0302752,0,0,0,0.148141,0,-0.0272922,0,0
133.432,0,0.00442472,0,-0.0670749,0,0,10,2.11336,0,0.0271844,0,0,0,0.148584,0,-0.0343956,0,0
133.532,0,0.00440454,0,-0.0577972,0,0,10,2.12824,0,0.0234243,0,0,0,0.149026,0,-0.0406521,0,0
133.632,0,0.00438424,0,-0.0470963,0,0,10,2.14316,0,0.0190874,0,0,0,0.149465,0,-0.0459076,0,0
133.732,0,0.00436383,0,-0.0352358,0,0,10,2.15813,0,0.0142805,0,0,0,0.149903,0,-0.0500327,0,0
133.832,0,0.0043433,0,-0.0225076,0,0,10,2.17314,0,0.00912198,0,0,0,0.150338,0,-0.0529258,0,0
133.932,0,0.00432265,0,-0.00922519,0,0,10,2.1882,0,0.00373883,0,0,0,0.150771,0,-0.0545157,0,0
134.032,0,0.00430189,0,0.00428435,0,0,10,2.2033,0,-0.00173638,0,0,0,0.151202,0,-0.0547633,0,0
134.132,0,0.00428101,0,0.0176884,0,0,10,2.21844,0,-0.00716884,0,0,0,0.151632,0,-0.0536624,0,0
134.232,0,0.00426002,0,0.0306569,0,0,10,2.23362,0,-0.0124248,0,0,0,0.152059,0,-0.0512401,0,0
134.332,0,0.00423891,0,0.0428705,0,0,10,2.24885,0,-0.0173748,0,0,0,0.152484,0,-0.0475562,0,0
134.432,0,0.0042177,0,0.0540285,0,0,10,2.26412,0,-0.0218969,0,0,0,0.152906,0,-0.0427012,0,0
134.532,0,0.00419637,0,0.0638562,0,0,10,2.27943,0,-0.0258799,0,0,0,0.153327,0,-0.0367948,0,0
134.632,0,0.00417492,0,0.0721115,0,0,10,2.29478,0,-0.0292257,0,0,0,0.153746,0,-0.0299824,0,0
134.732,0,0.00415337,0,0.0785911,0,0,10,2.31018,0,-0.0318518,0,0,0,0.154162,0,-0.0224318,0,0
134.832,0,0.00413171,0,0.0831356,0,0,10,2.32562,0,-0.0336936,0,0,0,0.154576,0,-0.0143288,0,0
134.932,0,0.00410994,0,0.0856331,0,0,10,2.3411,0,-0.0347058,0,0,0,0.154988,0,-0.00587294,0,0
