timestamp,BMI120_Accelerometer.x,BMI120_Accelerometer.y,BMI120_Accelerometer.z,AK09918_Magnetometer.x,AK09918_Magnetometer.y,AK09918_Magnetometer.z,BMI120_Gyroscope.x,BMI120_Gyroscope.y,BMI120_Gyroscope.z,Linear_Acceleration.x,Linear_Acceleration.y,Linear_Acceleration.z,GPS.lat,GPS.long,GPS.alt
1582626301194,0.41723633,-0.18443298,12.659042,23.040771,-23.095703,1.7944336,-0.04576111,-0.057632446,-0.0020751953,-0.4404115,-0.027074307,0.93368435,31.47678981,74.40630848,167.74951171875
1582626301205,0.61117554,-0.3184967,12.735657,23.040771,-23.095703,1.7944336,-0.027648926,-0.04272461,-0.0010070801,0.3100118,0.021377265,2.5254993,31.47678981,74.40630848,167.74951171875
1582626301225,0.3813324,-0.4621582,7.8730316,23.114014,-23.571777,1.751709,0.04159546,0.06060791,0.003250122,-0.054726094,-0.14416468,-2.313877,31.47678981,74.40630848,167.74951171875
1582626301232,-0.20524597,-0.5243988,10.564117,22.721863,-23.542786,2.8305054,-0.055343628,-0.06828308,-0.0010070801,-0.30267677,-0.22617394,-1.593648,31.47678981,74.40630848,167.74951171875
1582626301242,0.07247925,-0.21554565,11.524185,22.721863,-23.542786,2.8305054,-0.06706238,-0.07362366,6.1035156E-05,-0.5342988,-0.20342714,0.12585545,31.47678981,74.40630848,167.74951171875
1582626301251,0.82185364,-0.2347107,11.289551,23.228455,-22.935486,3.5217285,0.04371643,0.047821045,0.0011138916,0.34866142,0.046185464,2.1840677,31.47678981,74.40630848,167.74951171875
1582626301264,0.39808655,-0.45257568,7.755707,23.228455,-22.935486,3.5217285,0.040527344,0.053146362,0.0021820068,0.14988118,0.26917112,-0.592083,31.47678981,74.40630848,167.74951171875
1582626301273,0.00065612793,-0.53637695,7.4444733,23.228455,-22.935486,3.5217285,-0.0010223389,0.014801025,0.003250122,0.13424164,-0.05162877,-2.0460024,31.47678981,74.40630848,167.74951171875
1582626301285,-0.12863159,-0.51483154,10.676636,23.179626,-22.323608,1.0940552,-0.07131958,-0.08213806,0.0021820068,-0.42304596,-0.22552574,-0.7129917,31.47678981,74.40630848,167.74951171875
1582626301296,0.8266449,-0.33287048,11.141113,23.687744,-24.060059,3.4301758,0.050109863,0.057403564,6.1035156E-05,0.3798637,-0.040425926,2.5669365,31.47678981,74.40630848,167.74951171875
1582626301308,0.5489197,-0.33287048,8.208221,23.687744,-24.060059,3.4301758,0.061828613,0.06700134,0.0011138916,0.45542344,0.014111131,1.4397602,31.47678981,74.40630848,167.74951171875
1582626301317,-0.04724121,-0.6824188,7.346298,21.536255,-24.267578,2.7297974,0.003250122,0.022262573,6.1035156E-05,-0.15029791,-0.10675621,-2.4643307,31.47678981,74.40630848,167.74951171875
1582626301329,-0.013717651,-0.19639587,11.732483,21.536255,-24.267578,2.7297974,-0.06919861,-0.078948975,0.0021820068,-0.46626657,-0.17422691,0.3046255,31.47678981,74.40630848,167.74951171875
1582626301343,0.7212982,-0.3687744,10.954361,22.683716,-24.491882,1.8096924,0.04798889,0.056350708,-0.0010070801,0.42457554,0.029978096,1.9864502,31.47678981,74.40630848,167.74951171875
1582626301352,0.6279297,-0.117385864,8.907318,22.883606,-23.709106,2.6641846,0.068222046,0.07978821,0.003250122,0.35675937,0.03491971,0.59724617,31.47678981,74.40630848,167.74951171875
1582626301362,0.08444214,-0.7662201,7.372635,22.883606,-23.709106,2.6641846,-0.0031433105,0.022262573,0.0021820068,0.08925554,-0.14037663,-2.113823,31.47678981,74.40630848,167.74951171875
1582626301374,-0.13821411,-0.42384338,11.007034,22.807312,-24.797058,3.6468506,-0.058547974,-0.07788086,6.1035156E-05,-0.42280182,-0.24258086,-0.4242487,31.47678981,74.40630848,167.74951171875
1582626301384,0.6375122,-0.34962463,12.773956,22.807312,-24.797058,3.6468506,-0.048950195,-0.06616211,0.003250122,-0.33912662,0.0031285584,1.4712963,31.47678981,74.40630848,167.74951171875
1582626301396,0.656662,0.026260376,9.4340515,23.130798,-22.625732,2.305603,0.075683594,0.07551575,0.0021820068,0.36997193,0.08854088,1.2609167,31.47678981,74.40630848,167.74951171875
1582626301408,0.16584778,-0.41905212,7.3702393,23.130798,-22.625732,2.305603,0.012832642,0.03717041,0.0011138916,0.0925158,-0.0100131035,-1.7476625,31.47678981,74.40630848,167.74951171875
1582626301418,-0.19088745,-0.57707214,9.244904,21.870422,-24.275208,3.8238525,-0.053222656,-0.07148743,-0.0031433105,-0.41564912,-0.20379952,-1.1761007,31.47678981,74.40630848,167.74951171875
1582626301430,0.62553406,-0.426239,12.694946,23.01941,-24.014282,4.811096,-0.004211426,-0.026748657,-0.0031433105,0.088376045,0.25329554,2.2785234,31.47678981,74.40630848,167.74951171875
1582626301439,0.7572174,0.069366455,10.090057,23.01941,-24.014282,4.811096,0.07461548,0.07019043,0.0043182373,0.40571362,0.076765954,1.8468609,31.47678981,74.40630848,167.74951171875
1582626301451,0.19937134,-0.45976257,7.537842,23.01941,-24.014282,4.811096,0.04798889,0.07444763,0.006439209,0.19126934,0.17949164,-1.1100922,31.47678981,74.40630848,167.74951171875
1582626301460,-0.21961975,-0.48130798,9.438843,23.07129,-23.091125,2.571106,-0.037231445,-0.05230713,-0.0031433105,-0.20279706,-0.08532375,-2.4987822,31.47678981,74.40630848,167.74951171875
1582626301472,0.21852112,-0.24188232,11.234482,23.07129,-23.091125,2.571106,-0.06599426,-0.08427429,0.0011138916,-0.47180167,-0.1530559,-0.14012623,31.47678981,74.40630848,167.74951171875
1582626301480,0.7476349,-0.20837402,12.560883,23.814392,-26.281738,1.5197754,-0.032974243,-0.04058838,-0.0010070801,-0.10697803,0.20640123,1.657196,31.47678981,74.40630848,167.74951171875
1582626301493,0.5034332,-0.38075256,7.803589,22.509766,-21.95282,3.7475586,0.04585266,0.059539795,0.0043182373,0.20507374,0.32574406,-0.46529102,31.47678981,74.40630848,167.74951171875
1582626301502,0.0892334,-0.48130798,8.088501,22.509766,-21.95282,3.7475586,-0.010604858,-0.0011749268,-0.0020751953,-0.22776458,-0.11845949,-2.481144,31.47678981,74.40630848,167.74951171875
1582626301513,0.04374695,-0.268219,11.452362,22.92633,-21.977234,3.2913208,-0.06173706,-0.07362366,0.0011138916,-0.37322477,-0.084825575,-0.80434895,31.47678981,74.40630848,167.74951171875
1582626301524,0.68299866,-0.2778015,12.501022,22.92633,-21.977234,3.2913208,0.003250122,-0.00970459,6.1035156E-05,0.03799227,0.21678254,2.4672709,31.4767892,74.40630794,168.28662109375
1582626301535,0.601593,-0.076690674,8.945633,23.5672,-23.266602,3.5003662,0.07247925,0.082977295,0.0011138916,0.16559446,0.34692115,0.21884632,31.4767892,74.40630794,168.28662109375
1582626301546,0.022201538,-0.44778442,7.4444733,23.5672,-23.266602,3.5003662,0.0011138916,0.022262573,0.0021820068,-0.17127049,-0.091765314,-2.3890324,31.4767892,74.40630794,168.28662109375
1582626301557,-0.10948181,-0.47172546,10.853806,21.995544,-23.504639,2.8137207,-0.07131958,-0.07788086,-0.004211426,-0.34538537,-0.19231352,-1.4764223,31.4767892,74.40630794,168.28662109375
1582626301567,0.6638489,-0.46455383,12.891281,21.995544,-23.504639,2.8137207,-0.021255493,-0.029937744,-0.0020751953,-0.014503211,0.15499663,2.1076174,31.4767892,74.40630794,168.28662109375
1582626301578,0.61595154,-0.083862305,10.386932,23.54889,-23.269653,3.0334473,0.07035828,0.07872009,0.003250122,0.32650492,0.004053265,2.1708279,31.4767892,74.40630794,168.28662109375
1582626301587,0.12036133,-0.4549713,7.700653,23.54889,-23.269653,3.0334473,0.035202026,0.057403564,0.0053863525,0.2108224,0.21323529,-0.85788727,31.4767892,74.40630794,168.28662109375
1582626301598,0.03416443,-0.43582153,8.356659,23.350525,-23.727417,3.451538,-0.03617859,-0.051239014,0.0011138916,-0.38051677,-0.22744817,-2.559885,31.4767892,74.40630794,168.28662109375
1582626301609,0.522583,-0.14611816,12.508209,22.087097,-23.814392,3.8726807,-0.051086426,-0.06402588,-0.0010070801,-0.2738297,0.10796434,1.5195456,31.4767892,74.40630794,168.28662109375
1582626301621,0.49864197,-0.40948486,11.852188,22.087097,-23.814392,3.8726807,0.008575439,0.005218506,0.0021820068,0.14963579,-0.0395557,2.1479568,31.4767892,74.40630794,168.28662109375
1582626301635,0.04374695,-0.5722809,7.9879456,23.493958,-23.89679,2.8182983,0.013900757,0.055282593,0.0053863525,0.122722834,0.057885617,-1.2876692,31.4767892,74.40630794,168.28662109375
1582626301651,0.10598755,-0.41905212,8.706207,23.493958,-23.89679,2.8182983,-0.027648926,-0.076812744,0.0011138916,-0.1502938,-0.4372922,-2.2458086,31.4767892,74.40630794,168.28662109375
1582626301659,0.359787,-0.29934692,12.271179,23.0484,-24.49646,3.6819458,-0.037231445,-0.05444336,-0.0010070801,-0.5130311,-0.096719354,0.8441801,31.4767892,74.40630794,168.28662109375
1582626301668,0.7476349,-0.25865173,11.270401,23.0484,-24.49646,3.6819458,0.016021729,-0.0075683594,0.003250122,0.07063511,0.027472049,2.382657,31.4767892,74.40630794,168.28662109375
1582626301678,0.24485779,-0.46455383,8.054993,22.613525,-24.635315,3.0349731,0.038391113,0.054214478,0.003250122,0.067896634,0.19024754,-1.0808353,31.4767892,74.40630794,168.28662109375
1582626301687,0.10598755,-0.6297455,7.5522003,22.613525,-24.635315,3.0349731,-0.014862061,-0.02142334,0.0011138916,-0.2515406,-0.24464458,-2.486703,31.4767892,74.40630794,168.28662109375
1582626301701,0.2376709,-0.16047668,12.326248,22.8302,-26.223755,2.2735596,-0.06173706,-0.08213806,6.1035156E-05,-0.49190143,-0.16748989,0.15779495,31.4767892,74.40630794,168.28662109375
1582626301710,0.7141266,-0.38793945,11.7109375,22.764587,-23.536682,3.918457,0.02029419,0.014801025,6.1035156E-05,0.14433524,0.00031390786,2.6551533,31.4767892,74.40630794,168.28662109375
1582626301723,0.51779175,-0.076690674,8.988724,22.764587,-23.536682,3.918457,0.07035828,0.069122314,0.0011138916,0.42468172,0.18395281,0.6443062,31.4767892,74.40630794,168.28662109375
1582626301732,-0.0113220215,-0.4956665,7.695862,23.20404,-25.932312,2.0004272,-0.002090454,0.010543823,0.0021820068,-0.00524047,-0.09692913,-1.9923916,31.4767892,74.40630794,168.28662109375
1582626301745,0.048538208,-0.24427795,11.751633,23.20404,-25.932312,2.0004272,-0.060668945,-0.06828308,0.0021820068,-0.4877152,-0.17920396,-0.33972454,31.4767892,74.40630794,168.28662109375
1582626301756,0.46272278,-0.19160461,12.534546,22.775269,-24.801636,2.8701782,-0.027648926,-0.057632446,-0.0010070801,0.0323126,0.22939914,2.4170809,31.4767892,74.40630794,168.28662109375
1582626301770,0.4316101,-0.21554565,8.928864,22.775269,-24.801636,2.8701782,0.04798889,0.054214478,6.1035156E-05,0.32218224,0.30292866,-0.22520256,31.4767892,74.40630794,168.28662109375
1582626301779,0.10598755,-0.560318,8.155548,22.775269,-24.801636,2.8701782,-0.020187378,-0.023544312,-0.0010070801,-0.09421939,-0.09124118,-2.0914936,31.4767892,74.40630794,168.28662109375
1582626301789,-0.06159973,-0.3831482,11.00943,23.312378,-23.114014,1.335144,-0.054275513,-0.07255554,0.0021820068,-0.4062402,-0.11385739,-0.98113346,31.4767892,74.40630794,168.28662109375
1582626301798,0.48667908,-0.2778015,12.400467,23.312378,-23.114014,1.335144,-0.025512695,-0.057632446,-0.0020751953,-0.089009255,0.19999754,1.9810658,31.4767892,74.40630794,168.28662109375
1582626301812,0.5034332,-0.064712524,9.462784,21.791077,-25.231934,1.7166138,0.060760498,0.069122314,0.0043182373,0.24463889,0.27318937,0.40603828,31.4767892,74.40630794,168.28662109375
1582626301822,0.14909363,-0.42144775,7.796417,21.791077,-25.231934,1.7166138,0.0043029785,0.01586914,0.0021820068,-0.046215415,-0.04866904,-1.9172602,31.4767892,74.40630794,168.28662109375
1582626301833,-0.004135132,-0.48849487,8.737335,21.791077,-25.231934,1.7166138,-0.03617859,-0.055511475,-0.0020751953,-0.31743756,-0.15716821,-1.5561342,31.4767892,74.40630794,168.28662109375
1582626301844,0.735672,-0.28019714,12.4387665,22.727966,-24.485779,2.897644,-0.021255493,-0.049118042,6.1035156E-05,-0.2796363,0.128366,1.5437813,31.4767892,74.40630794,168.28662109375
1582626301854,0.7763672,-0.2562561,11.109985,24.073792,-24.090576,2.1957397,0.03413391,0.04675293,0.0021820068,0.30898586,0.012084484,1.9304533,31.4767892,74.40630794,168.28662109375
1582626301869,0.12036133,-0.45018005,7.856262,24.073792,-24.090576,2.1957397,0.040527344,0.04888916,0.0021820068,0.0772942,-0.022131354,-1.6612444,31.4767892,74.40630794,168.28662109375
1582626301879,-0.17173767,-0.5627136,9.807541,21.427917,-22.853088,1.927185,-0.04789734,-0.07574463,-0.0031433105,-0.19355145,-0.14591458,-1.8977699,31.4767892,74.40630794,168.28662109375
1582626301892,0.60398865,-0.2897644,11.981476,22.51587,-25.268555,1.7333984,0.0021820068,-0.015029907,0.0011138916,0.083345115,0.2000454,2.1379051,31.4767892,74.40630794,168.28662109375
1582626301902,0.7979126,-0.14611816,10.269623,22.51587,-25.268555,1.7333984,0.05117798,0.053146362,6.1035156E-05,0.29678404,0.0985347,1.21066,31.4767892,74.40630794,168.28662109375
1582626301911,0.24246216,-0.4956665,7.7102203,21.156311,-24.884033,1.574707,0.013900757,0.031845093,0.003250122,0.11229518,0.055874974,-1.3032875,31.4767892,74.40630794,168.28662109375
1582626301925,-0.17173767,-0.58425903,10.193008,21.156311,-24.884033,1.574707,-0.051086426,-0.06402588,-0.0010070801,-0.30365783,-0.14802912,-1.1220083,31.4767892,74.40630794,168.28662109375
1582626301934,0.443573,-0.100631714,12.422012,23.348999,-24.05243,2.178955,-0.04576111,-0.06828308,0.0021820068,-0.4645379,-0.1911093,0.60219955,31.4767892,74.40630794,168.28662109375
1582626301945,0.79551697,-0.24667358,10.681427,23.348999,-24.05243,2.178955,0.046920776,0.057403564,-0.0010070801,0.36537504,0.030438453,1.6674862,31.4767892,74.40630794,168.28662109375
1582626301957,0.24485779,-0.40708923,7.798813,23.46344,-24.388123,0.13427734,0.021347046,0.03717041,0.0011138916,0.21492308,0.16632259,-1.0334091,31.4767892,74.40630794,168.28662109375
1582626301966,0.18499756,-0.6225586,8.035828,23.46344,-24.388123,0.13427734,-0.029785156,-0.024612427,0.0021820068,-0.21078241,-0.20687929,-2.3510475,31.4767892,74.40630794,168.28662109375
1582626301977,0.24964905,-0.22512817,12.158646,22.79358,-23.236084,2.2399902,-0.055343628,-0.065093994,0.003250122,-0.49875534,-0.17366147,0.042250633,31.4767892,74.40630794,168.28662109375
1582626301988,0.3166809,-0.9218445,8.842682,22.79358,-23.236084,2.2399902,0.05117798,-0.03100586,-0.004211426,0.47024113,0.6800828,0.8914614,31.4767892,74.40630794,168.28662109375
1582626302001,1.4347687,1.1730804,10.863388,23.422241,-24.526978,2.1377563,0.024551392,0.082977295,-0.004211426,1.0348076,0.6253551,0.079297066,31.4767892,74.40630794,168.28662109375
1582626302011,0.26400757,0.4691925,8.122025,21.192932,-23.934937,2.59552,0.03945923,-0.10557556,0.007507324,-0.7933961,-1.3272882,0.36640644,31.4767892,74.40630794,168.28662109375
1582626302022,-0.030471802,-0.74227905,8.653534,21.192932,-23.934937,2.59552,-0.014862061,0.10748291,-0.0020751953,0.21243528,-0.03358555,-2.8079062,31.4767892,74.40630794,168.28662109375
1582626302032,0.048538208,-0.22512817,13.707703,22.828674,-24.661255,1.1779785,-0.08198547,-0.18121338,-0.004211426,0.039705485,0.6364072,0.84931564,31.4767892,74.40630794,168.28662109375
1582626302043,0.61117554,-0.42144775,8.502701,22.828674,-24.661255,1.1779785,0.087402344,0.13304138,6.1035156E-05,0.8532716,0.021987915,0.017102242,31.4767892,74.40630794,168.28662109375
1582626302055,0.2376709,-0.25865173,8.593689,22.138977,-23.217773,0.3616333,-0.009536743,-0.013961792,0.0011138916,0.15720832,-0.20955199,-1.8254585,31.4767892,74.40630794,168.28662109375
1582626302064,-0.2722931,-0.85479736,10.343842,22.138977,-23.217773,0.3616333,-0.095825195,-0.07574463,-0.0010070801,-0.28051466,-0.19364208,-0.5331793,31.4767892,74.40630794,168.28662109375
1582626302076,0.6375122,-0.1772461,11.742065,22.842407,-23.22998,3.4835815,0.04798889,0.07444763,0.003250122,0.19485724,0.18283942,2.2684135,31.4767892,74.40630794,168.28662109375
